dont_email,dont_call,occupation,received_free_copy,total_site_visit,total_time_spend_on_site,avg_page_view_per_visit,converted
No,No,Unemployed,Yes,4.0,91.0,4.0,0
No,No,Unemployed,No,4.0,336.0,4.0,0
No,No,Unemployed,Yes,6.0,562.0,6.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,6.0,811.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,977.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,1484.0,1.0,1
No,No,Unemployed,Yes,8.0,205.0,2.67,1
No,No,Unemployed,No,4.0,1559.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Student,No,0.0,0.0,0.0,1
Yes,No,Unemployed,Yes,2.0,180.0,2.0,0
No,No,Student,No,5.0,1123.0,2.5,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,274.0,3.0,0
No,No,Unemployed,No,9.0,833.0,9.0,1
No,No,Unemployed,Yes,8.0,1061.0,2.67,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,6.0,1279.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,4.0,1347.0,2.0,0
No,No,Unemployed,No,3.0,89.0,1.5,0
No,No,Unemployed,Yes,2.0,1282.0,2.0,1
No,No,Unemployed,No,8.0,1036.0,4.0,1
No,No,Unemployed,Yes,3.0,1317.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,4.0,1014.0,2.0,1
No,No,Unemployed,No,3.0,1152.0,3.0,0
No,No,Unemployed,No,2.0,681.0,1.0,1
No,No,Unemployed,No,2.0,73.0,2.0,0
No,No,Unemployed,Yes,4.0,209.0,4.0,0
No,No,Unemployed,No,4.0,107.0,4.0,0
No,No,Unemployed,No,1.0,491.0,1.0,1
No,No,Working Professional,No,4.0,1688.0,4.0,1
No,No,Unemployed,Yes,2.0,1982.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,4.0,1590.0,4.0,1
No,No,Unemployed,No,7.0,14.0,3.5,0
No,No,Unemployed,No,6.0,1366.0,6.0,1
No,No,Working Professional,No,3.0,535.0,3.0,1
No,No,Unemployed,No,9.0,171.0,9.0,0
Yes,No,Unemployed,No,3.0,1314.0,3.0,0
No,No,Unemployed,Yes,4.0,1236.0,4.0,0
No,No,Unemployed,Yes,5.0,308.0,5.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,1532.0,3.0,1
No,No,Unemployed,No,8.0,1651.0,8.0,1
No,No,Unemployed,No,3.0,172.0,1.5,0
No,No,Unemployed,No,11.0,366.0,3.67,0
No,No,Unemployed,No,4.0,4.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,1062.0,1.0,1
No,No,Working Professional,Yes,4.0,1484.0,4.0,1
No,No,Unemployed,No,11.0,1863.0,5.5,1
No,No,Unemployed,No,5.0,177.0,5.0,0
No,No,Unemployed,No,1.0,438.0,1.0,0
No,No,Unemployed,No,3.0,105.0,3.0,0
No,No,Working Professional,No,6.0,605.0,2.0,1
No,No,Unemployed,No,3.0,1283.0,3.0,1
No,No,Unemployed,Yes,7.0,12.0,2.33,0
No,No,Student,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,7.0,1130.0,2.33,0
No,No,Unemployed,No,2.0,76.0,1.0,0
No,No,Unemployed,No,3.0,234.0,3.0,1
No,No,Unemployed,No,2.0,280.0,2.0,1
No,No,Unemployed,No,8.0,262.0,8.0,0
No,No,Unemployed,No,2.0,1814.0,2.0,1
Yes,No,Unemployed,No,3.0,202.0,3.0,0
No,No,Unemployed,Yes,3.0,60.0,3.0,0
No,No,Unemployed,No,7.0,14.0,1.75,1
Yes,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,62.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,22.0,759.0,4.4,1
No,No,Unemployed,No,4.0,888.0,4.0,1
No,No,Unemployed,Yes,3.0,399.0,3.0,1
No,No,Unemployed,Yes,3.0,404.0,3.0,0
No,No,Unemployed,Yes,2.0,848.0,2.0,0
No,No,Unemployed,Yes,6.0,288.0,3.0,1
No,No,Unemployed,No,6.0,1116.0,3.0,1
Yes,No,Unemployed,No,2.0,150.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,1552.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,185.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,1248.0,1.0,1
No,No,Unemployed,No,2.0,1576.0,2.0,1
No,No,Working Professional,Yes,2.0,1376.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,4.0,34.0,4.0,0
No,No,Working Professional,Yes,2.0,857.0,2.0,1
No,No,Unemployed,Yes,6.0,1295.0,3.0,1
No,No,Unemployed,No,3.0,184.0,3.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Working Professional,No,3.0,130.0,3.0,1
No,No,Unemployed,No,6.0,1049.0,2.0,0
No,No,Working Professional,No,2.0,360.0,2.0,0
No,No,Unemployed,Yes,2.0,942.0,2.0,1
No,No,Unemployed,No,2.0,61.0,2.0,0
No,No,Unemployed,No,4.0,384.0,4.0,1
No,No,Unemployed,No,6.0,1639.0,3.0,1
No,No,Unemployed,Yes,4.0,217.0,4.0,0
No,No,Unemployed,Yes,3.0,505.0,3.0,0
No,No,Unemployed,No,9.0,137.0,9.0,0
No,No,Unemployed,No,1.0,101.0,1.0,0
No,No,Unemployed,No,3.0,1395.0,1.5,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,35.0,1.0,0
No,No,Unemployed,Yes,4.0,322.0,4.0,0
No,No,Working Professional,No,19.0,1845.0,2.71,1
No,No,Working Professional,No,9.0,1018.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,1.0,554.0,1.0,0
No,No,Unemployed,No,3.0,107.0,3.0,0
No,No,Unemployed,Yes,3.0,1417.0,3.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
Yes,No,Unemployed,No,7.0,720.0,3.5,0
No,No,Unemployed,Yes,3.0,1109.0,3.0,0
No,No,Unemployed,No,3.0,255.0,3.0,0
No,No,Unemployed,No,3.0,1493.0,3.0,0
No,No,Unemployed,No,4.0,643.0,4.0,1
No,No,Unemployed,Yes,2.0,1289.0,2.0,0
No,No,Unemployed,No,4.0,183.0,1.0,0
No,No,Unemployed,No,4.0,1375.0,4.0,1
No,No,Unemployed,No,1.0,163.0,1.0,0
No,No,Unemployed,Yes,5.0,1563.0,5.0,1
No,No,Unemployed,Yes,3.0,256.0,3.0,1
Yes,No,Unemployed,Yes,5.0,497.0,5.0,0
No,No,Unemployed,No,3.0,166.0,3.0,0
No,No,Unemployed,No,2.0,203.0,2.0,0
No,No,Unemployed,No,2.0,915.0,2.0,1
No,No,Unemployed,Yes,1.0,127.0,1.0,0
No,No,Unemployed,Yes,3.0,1291.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,25.0,67.0,3.57,0
No,No,Unemployed,Yes,7.0,950.0,1.75,1
No,No,Working Professional,No,18.0,1569.0,4.5,1
No,No,Unemployed,No,1.0,822.0,1.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,120.0,5.0,0
No,No,Unemployed,Yes,21.0,1113.0,2.63,1
No,No,Unemployed,Yes,8.0,84.0,8.0,0
No,No,Unemployed,Yes,18.0,976.0,3.0,1
No,No,Unemployed,No,3.0,491.0,1.5,0
No,No,Working Professional,No,4.0,49.0,4.0,1
No,No,Unemployed,Yes,5.0,215.0,2.5,0
No,No,Unemployed,Yes,3.0,1083.0,3.0,1
No,No,Working Professional,Yes,2.0,1534.0,2.0,1
No,No,Working Professional,Yes,2.0,1613.0,2.0,1
No,No,Unemployed,No,3.0,1132.0,3.0,0
No,No,Unemployed,Yes,6.0,309.0,3.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,No,5.0,228.0,5.0,0
No,No,Unemployed,Yes,5.0,1675.0,5.0,0
No,No,Unemployed,No,1.0,41.0,1.0,0
No,No,Unemployed,No,2.0,60.0,2.0,0
No,No,Unemployed,No,4.0,1855.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,4.0,3.0,4.0,0
Yes,No,Unemployed,Yes,2.0,74.0,2.0,0
No,No,Unemployed,No,3.0,1248.0,3.0,1
No,No,Unemployed,Yes,15.0,753.0,15.0,0
No,No,Unemployed,No,4.0,1770.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,5.0,1335.0,5.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,105.0,2.0,0
No,No,Unemployed,Yes,1.0,312.0,1.0,0
No,No,Unemployed,Yes,3.0,1367.0,3.0,0
No,No,Unemployed,Yes,6.0,958.0,6.0,1
Yes,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.5977173233270796,458.0,2.465630081300813,1
No,No,Unemployed,Yes,2.0,346.0,2.0,0
No,No,Unemployed,No,2.0,41.0,2.0,0
No,No,Unemployed,Yes,3.0,307.0,3.0,0
No,No,Unemployed,No,3.0,1054.0,3.0,0
No,No,Unemployed,No,1.0,322.0,1.0,0
No,No,Unemployed,No,3.0,346.0,3.0,1
No,No,Unemployed,No,4.0,1723.0,4.0,0
No,No,Unemployed,No,4.0,141.0,4.0,1
No,No,Working Professional,No,4.0,1360.0,4.0,1
No,No,Unemployed,No,4.0,106.0,4.0,0
No,No,Unemployed,No,3.0,1618.0,1.5,1
No,No,Unemployed,Yes,1.0,1245.0,1.0,1
Yes,No,Unemployed,Yes,1.0,196.0,1.0,0
No,No,Unemployed,Yes,6.0,1578.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,969.0,2.0,1
No,No,Student,No,5.0,1190.0,2.5,1
No,No,Unemployed,Yes,3.0,1625.0,3.0,0
No,No,Unemployed,No,2.0,128.0,1.0,0
No,No,Unemployed,No,2.0,208.0,2.0,0
No,No,Unemployed,Yes,2.0,205.0,2.0,0
No,No,Unemployed,Yes,3.0,398.0,3.0,0
No,No,Unemployed,Yes,5.0,912.0,2.5,1
No,No,Unemployed,No,5.0,1224.0,1.67,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,2.0,1334.0,2.0,1
No,No,Unemployed,Yes,4.0,222.0,1.33,0
Yes,No,Unemployed,Yes,2.0,283.0,2.0,0
No,No,Unemployed,No,3.0,1456.0,1.5,0
Yes,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,1133.0,2.0,0
Yes,No,Unemployed,Yes,5.0,245.0,2.5,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,2.0,2.0,0
Yes,No,Unemployed,Yes,1.0,70.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,53.0,2.0,1
No,No,Unemployed,Yes,1.0,212.0,1.0,0
No,No,Unemployed,No,6.0,462.0,6.0,0
Yes,No,Unemployed,Yes,9.0,701.0,9.0,0
No,No,Unemployed,No,3.0,1077.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,157.0,2.0,1
No,No,Unemployed,No,5.0,73.0,5.0,0
No,No,Student,No,3.0,396.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Student,No,4.0,355.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,Yes,4.0,499.0,4.0,0
No,No,Unemployed,No,3.5977173233270796,1770.0,2.465630081300813,1
No,No,Working Professional,No,4.0,638.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,4.0,213.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,4.0,376.0,4.0,0
No,No,Unemployed,No,5.0,1445.0,2.5,1
No,No,Unemployed,Yes,2.0,982.0,2.0,1
No,No,Working Professional,Yes,2.0,1370.0,2.0,1
No,No,Unemployed,Yes,11.0,608.0,2.75,1
No,No,Unemployed,Yes,9.0,1208.0,9.0,0
No,No,Unemployed,Yes,5.0,37.0,2.5,0
No,No,Unemployed,Yes,10.0,1287.0,5.0,1
Yes,No,Unemployed,Yes,2.0,837.0,2.0,1
No,No,Unemployed,No,4.0,294.0,4.0,0
No,No,Unemployed,Yes,2.0,47.0,2.0,0
No,No,Unemployed,Yes,10.0,151.0,3.33,1
No,No,Working Professional,No,9.0,1115.0,2.25,1
No,No,Unemployed,No,3.0,401.0,3.0,1
No,No,Unemployed,No,3.0,101.0,1.5,0
No,No,Unemployed,Yes,7.0,905.0,3.5,1
No,No,Unemployed,Yes,4.0,1267.0,4.0,1
No,No,Working Professional,No,7.0,248.0,7.0,1
No,No,Unemployed,Yes,9.0,57.0,1.8,0
No,No,Unemployed,No,12.0,277.0,2.4,0
No,No,Unemployed,Yes,4.0,1070.0,4.0,1
No,No,Unemployed,Yes,2.0,118.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Student,Yes,3.0,1022.0,3.0,1
No,No,Unemployed,Yes,9.0,382.0,4.5,1
No,No,Unemployed,No,10.0,932.0,2.5,1
No,No,Working Professional,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,7.0,96.0,7.0,0
No,No,Working Professional,Yes,4.0,1435.0,4.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,7.0,970.0,2.33,1
No,No,Unemployed,Yes,3.0,304.0,1.5,0
No,No,Working Professional,No,16.0,1570.0,5.33,1
No,No,Unemployed,Yes,8.0,1517.0,8.0,1
No,No,Unemployed,No,3.5977173233270796,1096.0,2.465630081300813,1
No,No,Working Professional,No,5.0,1418.0,5.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,505.0,1.5,0
Yes,No,Unemployed,No,1.0,341.0,1.0,0
Yes,No,Unemployed,No,2.0,176.0,2.0,0
No,No,Unemployed,No,3.0,684.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,1843.0,2.0,1
No,No,Unemployed,No,6.0,142.0,3.0,0
No,No,Working Professional,Yes,3.0,248.0,1.5,1
No,No,Unemployed,Yes,2.0,143.0,2.0,0
No,No,Unemployed,Yes,7.0,834.0,3.5,1
No,No,Unemployed,No,2.0,96.0,2.0,0
No,No,Unemployed,No,3.5977173233270796,129.0,2.465630081300813,0
No,No,Unemployed,No,10.0,1489.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,7.0,1087.0,7.0,1
No,No,Unemployed,Yes,1.0,216.0,1.0,1
No,No,Working Professional,Yes,2.0,739.0,2.0,1
No,No,Unemployed,Yes,3.0,424.0,3.0,0
No,No,Unemployed,Yes,6.0,252.0,6.0,0
No,No,Unemployed,Yes,7.0,408.0,1.75,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,4.0,396.0,4.0,0
No,No,Working Professional,No,4.0,395.0,1.33,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,1165.0,2.0,1
No,No,Working Professional,Yes,2.0,1207.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,Yes,1.0,281.0,1.0,0
No,No,Unemployed,Yes,6.0,988.0,2.0,1
No,No,Working Professional,No,5.0,1110.0,5.0,1
No,No,Unemployed,No,7.0,1320.0,1.75,0
Yes,No,Student,Yes,3.0,257.0,1.5,1
No,No,Unemployed,Yes,1.0,508.0,1.0,0
No,No,Unemployed,No,3.0,1031.0,3.0,1
No,No,Unemployed,Yes,2.0,377.0,2.0,0
No,No,Unemployed,Yes,9.0,414.0,9.0,0
No,No,Unemployed,Yes,3.0,954.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,1759.0,3.0,1
Yes,No,Unemployed,No,6.0,1668.0,6.0,1
No,No,Unemployed,No,4.0,875.0,4.0,1
No,No,Working Professional,No,5.0,583.0,5.0,1
No,No,Unemployed,Yes,7.0,90.0,2.33,0
No,No,Unemployed,Yes,3.0,536.0,3.0,0
No,No,Unemployed,No,2.0,1581.0,2.0,0
No,No,Unemployed,Yes,4.0,13.0,2.0,0
No,No,Unemployed,Yes,2.0,1047.0,2.0,0
No,No,Unemployed,No,6.0,1069.0,6.0,1
No,No,Unemployed,Yes,3.0,1024.0,1.5,1
Yes,No,Working Professional,No,2.0,190.0,2.0,0
No,No,Unemployed,Yes,13.0,306.0,4.33,0
No,No,Unemployed,No,2.0,596.0,2.0,0
No,No,Unemployed,Yes,13.0,1219.0,2.17,1
No,No,Unemployed,Yes,4.0,361.0,1.33,0
Yes,No,Unemployed,Yes,16.0,462.0,16.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,365.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,772.0,1.0,0
No,No,Unemployed,Yes,23.0,351.0,3.83,0
No,No,Unemployed,No,4.0,1596.0,4.0,0
No,No,Unemployed,No,5.0,1538.0,2.5,1
Yes,No,Unemployed,Yes,2.0,119.0,2.0,0
No,No,Unemployed,Yes,2.0,238.0,2.0,0
No,No,Working Professional,No,2.0,1554.0,2.0,1
No,No,Unemployed,Yes,8.0,1282.0,1.14,1
No,No,Unemployed,Yes,2.0,221.0,2.0,0
No,No,Unemployed,Yes,3.0,148.0,3.0,1
No,No,Unemployed,Yes,5.0,1087.0,5.0,1
No,No,Unemployed,No,4.0,174.0,2.0,0
No,No,Working Professional,No,2.0,916.0,2.0,1
No,No,Working Professional,No,2.0,1585.0,2.0,1
No,No,Unemployed,No,6.0,425.0,6.0,0
No,No,Unemployed,No,4.0,213.0,4.0,0
No,No,Student,Yes,2.0,54.0,2.0,0
No,No,Unemployed,No,2.0,296.0,2.0,1
No,No,Unemployed,No,4.0,346.0,4.0,0
No,No,Student,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,94.0,2.0,0
No,No,Unemployed,No,1.0,131.0,1.0,0
Yes,No,Unemployed,No,7.0,1281.0,1.75,1
Yes,No,Unemployed,No,2.0,38.0,2.0,0
No,No,Unemployed,No,2.0,1105.0,2.0,1
No,No,Unemployed,Yes,21.0,1198.0,5.25,1
No,No,Unemployed,Yes,2.0,287.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,Yes,10.0,1361.0,2.5,1
No,No,Unemployed,No,4.0,1839.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,1.0,16.0,1.0,0
No,No,Working Professional,Yes,4.0,811.0,1.33,1
No,No,Student,Yes,9.0,888.0,9.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,3.5977173233270796,903.0,2.465630081300813,1
No,No,Unemployed,No,2.0,149.0,2.0,0
No,No,Unemployed,No,2.0,103.0,1.0,1
No,No,Working Professional,Yes,5.0,426.0,5.0,1
Yes,No,Unemployed,No,5.0,1001.0,5.0,0
No,No,Unemployed,Yes,4.0,1588.0,4.0,1
No,No,Working Professional,No,4.0,1483.0,4.0,1
No,No,Unemployed,Yes,3.0,262.0,1.5,0
No,No,Unemployed,No,1.0,91.0,1.0,0
No,No,Working Professional,Yes,2.0,1551.0,2.0,1
No,No,Unemployed,No,2.0,1392.0,1.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
Yes,No,Unemployed,Yes,2.0,122.0,2.0,0
No,No,Unemployed,No,11.0,1551.0,2.75,1
No,No,Unemployed,Yes,7.0,236.0,7.0,0
No,No,Unemployed,No,4.0,1547.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,4.0,12.0,4.0,0
No,No,Unemployed,Yes,2.0,62.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,3.0,69.0,1.5,0
No,No,Working Professional,Yes,11.0,591.0,3.67,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,17.0,75.0,3.4,0
No,No,Unemployed,Yes,6.0,49.0,2.0,0
No,No,Unemployed,Yes,2.0,1677.0,2.0,1
No,No,Unemployed,No,6.0,1717.0,3.0,1
No,No,Unemployed,No,4.0,35.0,4.0,0
No,No,Unemployed,Yes,2.0,122.0,2.0,0
Yes,No,Unemployed,No,3.0,1475.0,3.0,1
No,No,Unemployed,No,5.0,266.0,5.0,0
No,No,Unemployed,Yes,2.0,413.0,2.0,0
No,No,Unemployed,Yes,6.0,1236.0,6.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,5.0,1136.0,5.0,1
No,No,Unemployed,No,3.0,492.0,3.0,1
No,No,Unemployed,Yes,2.0,2.0,2.0,0
No,No,Unemployed,Yes,10.0,1250.0,10.0,1
No,No,Unemployed,Yes,11.0,1549.0,1.57,1
Yes,No,Unemployed,Yes,7.0,176.0,7.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,138.0,5.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,1410.0,2.0,0
No,No,Working Professional,No,9.0,1416.0,1.8,1
No,No,Unemployed,Yes,7.0,1202.0,7.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,3.0,1478.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,3.0,1575.0,3.0,1
No,No,Unemployed,No,2.0,1177.0,1.0,1
No,No,Unemployed,Yes,3.0,1061.0,3.0,1
No,No,Unemployed,Yes,3.0,1643.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,303.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,1915.0,2.0,1
No,No,Unemployed,No,3.0,1287.0,1.5,1
No,No,Unemployed,Yes,7.0,1549.0,7.0,1
No,No,Unemployed,No,3.0,112.0,3.0,0
No,No,Unemployed,Yes,5.0,93.0,5.0,0
No,No,Unemployed,No,3.0,1025.0,3.0,1
No,No,Unemployed,No,5.0,4.0,1.67,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,130.0,3.0,0
No,No,Unemployed,Yes,3.0,1266.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,4.0,1502.0,2.0,1
No,No,Unemployed,Yes,3.0,270.0,3.0,0
No,No,Unemployed,No,4.0,1239.0,4.0,0
No,No,Working Professional,No,2.0,47.0,2.0,0
No,No,Working Professional,Yes,9.0,1047.0,9.0,1
No,No,Unemployed,No,2.0,412.0,2.0,0
No,No,Unemployed,Yes,2.0,761.0,2.0,0
No,No,Unemployed,Yes,11.0,985.0,1.83,1
No,No,Unemployed,No,3.0,1774.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,8.0,241.0,8.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,158.0,4.0,0
No,No,Student,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,4.0,1410.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,Yes,4.0,31.0,1.33,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,379.0,2.0,0
No,No,Unemployed,Yes,4.0,209.0,4.0,0
No,No,Working Professional,No,5.0,59.0,5.0,1
No,No,Student,No,4.0,1276.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,7.0,1522.0,7.0,1
No,No,Student,Yes,3.0,342.0,3.0,0
No,No,Unemployed,Yes,3.0,700.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,1.0,49.0,1.0,0
No,No,Unemployed,Yes,1.0,517.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,67.0,2.0,0
No,No,Working Professional,No,3.0,1622.0,3.0,1
No,No,Unemployed,Yes,3.0,14.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,5.0,899.0,1.67,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,No,3.0,53.0,3.0,0
No,No,Student,No,2.0,1188.0,1.0,0
No,No,Unemployed,Yes,2.0,818.0,2.0,0
No,No,Unemployed,No,4.0,1119.0,4.0,1
No,No,Unemployed,No,4.0,1226.0,4.0,1
No,No,Unemployed,Yes,4.0,373.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.5977173233270796,506.0,2.465630081300813,1
No,No,Unemployed,Yes,4.0,319.0,4.0,0
No,No,Unemployed,Yes,5.0,430.0,1.67,0
No,No,Unemployed,No,3.0,1407.0,1.5,1
No,No,Working Professional,Yes,25.0,1569.0,2.08,1
No,No,Unemployed,No,0.0,0.0,0.0,0
Yes,No,Working Professional,No,2.0,144.0,1.0,0
No,No,Unemployed,No,3.0,264.0,3.0,0
No,No,Unemployed,Yes,2.0,228.0,2.0,0
No,No,Unemployed,Yes,20.0,165.0,5.0,0
No,No,Unemployed,Yes,3.0,2.0,3.0,0
No,No,Unemployed,Yes,4.0,965.0,4.0,1
No,No,Unemployed,No,5.0,155.0,5.0,0
