manufacture_year,mileage,price,length_mm,engine_cc,aspiration,wheel_base_mm,width_mm,direct_injection,seat_capacity,peak_power_hp,fuel_type,steering_type,assembled,height_mm,peak_torque_nm,doors,brand,colour,model,transmission
2009.0,125000.0,47800.0,5255.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Gold,Hilux,Automatic
2015.0,75000.0,49800.0,4350.0,1999.0,Aspirated,2630.0,1800.0,Multi-Point Injected,5.0,154.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1695.0,191.0,5.0,Kia,Grey,Sportage,Automatic
2008.0,140000.0,32800.0,5215.0,2477.0,Aspirated,3000.0,1750.0,Direct Injection,5.0,75.0,Diesel,Rack and Pinion,Official Import,1655.0,149.0,4.0,Mitsubishi,Black,Triton,Manual
2014.0,70000.0,22700.0,4425.0,1498.0,Aspirated,2600.0,1695.0,Multi-Point Injected,5.0,102.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1510.0,139.0,4.0,Nissan,White,Almera,Manual
2013.0,95000.0,75700.0,4581.0,1796.0,Turbo intercooled,2760.0,2020.0,Direct Injection,5.0,184.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1447.0,270.0,4.0,Mercedes-Benz,White,C200 CGI,Automatic
2013.0,80000.0,23800.0,4323.0,1498.0,Aspirated,2489.0,1722.0,Multi-Point Injected,5.0,111.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1489.0,140.0,4.0,Ford,Purple,Fiesta,Automatic
2018.0,5000.0,44988.0,3895.0,1496.0,Aspirated,2500.0,1735.0,Multi-Point Injected,5.0,103.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1515.0,136.0,5.0,Perodua,White,Myvi,Automatic
2010.0,75000.0,18300.0,3905.0,1597.0,Aspirated,2440.0,1710.0,Multi-Point Injected,5.0,111.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1420.0,148.0,3.0,Proton,Grey,Satria,Automatic
2018.0,30000.0,176800.0,4686.0,1991.0,Turbocharged,2840.0,1810.0,Direct Injection,5.0,211.0,Hybrid,Rack and Pinion,Locally Built,1442.0,350.0,4.0,Mercedes-Benz,Grey,C350 e,Automatic
2004.0,175000.0,26800.0,4650.0,2362.0,Aspirated,2825.0,1760.0,Multi-Point Injected,7.0,160.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1660.0,220.0,5.0,Toyota,Silver,Ipsum,Automatic
2013.0,87500.0,56888.0,5125.0,2497.0,Turbocharged,3200.0,1920.0,Direct Injection,11.0,170.0,Diesel,Rack and Pinion,Official Import,1925.0,392.0,5.0,Hyundai,White,Grand Starex,Automatic
2010.0,115000.0,26800.0,5173.0,2499.0,Turbo intercooled,3000.0,1788.0,Direct Injection,5.0,143.0,Diesel,Rack and Pinion,Official Import,1762.0,330.0,4.0,Ford,Silver,Ranger,Manual
2014.0,75000.0,42800.0,4950.0,1997.0,Aspirated,2800.0,1845.0,Multi-Point Injected,5.0,156.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1475.0,189.0,4.0,Proton,Grey,Perdana,Automatic
2016.0,45000.0,389900.0,4379.0,2497.0,Turbo intercooled,2475.0,1801.0,Direct Injection,2.0,349.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1295.0,420.0,2.0,Porsche,White,718,Automatic
2012.0,10000.0,42800.0,4080.0,1496.0,Aspirated,2435.0,1740.0,Multi-Point Injected,4.0,124.0,Hybrid,Rack and Pinion,Official Import,1395.0,174.0,3.0,Honda,Black,CR-Z,Manual
2011.0,135000.0,33888.0,4555.0,1998.0,Aspirated,2750.0,1770.0,Multi-Point Injected,8.0,136.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1755.0,182.0,5.0,Toyota,Silver,Innova,Automatic
2013.0,80000.0,27800.0,4425.0,1498.0,Aspirated,2600.0,1695.0,Multi-Point Injected,5.0,102.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1510.0,139.0,4.0,Nissan,White,Almera,Automatic
2017.0,75000.0,37800.0,4425.0,1498.0,Aspirated,2600.0,1695.0,Multi-Point Injected,5.0,102.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1500.0,139.0,4.0,Nissan,Grey,Almera,Automatic
2018.0,40000.0,86999.0,4465.0,1995.0,Aspirated,2665.0,1800.0,Direct Injection,5.0,155.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1615.0,196.0,5.0,Subaru,Blue,XV,Automatic
2008.0,135000.0,46800.0,4845.0,2997.0,Aspirated,2900.0,1830.0,Multi-Point Injected,7.0,250.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1790.0,309.0,5.0,Honda,White,Elysion,Automatic
2016.0,60000.0,155000.0,4633.0,1998.0,Twin-scroll turbo,2810.0,1811.0,Direct Injection,5.0,252.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1429.0,350.0,4.0,BMW,Grey,330i,Automatic
2016.0,50000.0,308000.0,4380.0,2706.0,Aspirated,2475.0,1801.0,Direct Injection,2.0,275.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1294.0,290.0,2.0,Porsche,Black,Cayman,Automatic
2009.0,125000.0,7800.0,3365.0,659.0,Aspirated,2280.0,1405.0,Carburettor Single,5.0,31.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1415.0,49.0,5.0,Perodua,Silver,Kancil,Manual
2008.0,125000.0,34800.0,4945.0,2354.0,Aspirated,2800.0,1845.0,Multi-Point Injected,5.0,181.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1475.0,222.0,4.0,Honda,Grey,Accord,Automatic
2019.0,60000.0,91800.0,4334.0,1799.0,Aspirated,2610.0,1772.0,Multi-Point Injected,5.0,143.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1605.0,172.0,5.0,Honda,White,HR-V,Automatic
2015.0,10000.0,24800.0,3962.0,1598.0,Aspirated,2538.0,1739.0,Multi-Point Injected,5.0,122.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1460.0,160.0,5.0,Peugeot,White,208,Automatic
2014.0,90000.0,91800.0,4686.0,1991.0,Turbo intercooled,2840.0,1810.0,Direct Injection,5.0,184.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1442.0,300.0,4.0,Mercedes-Benz,Black,C200,Automatic
2013.0,85000.0,47800.0,4450.0,1995.0,Aspirated,2635.0,1780.0,Multi-Point Injected,5.0,150.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1615.0,196.0,5.0,Subaru,White,XV,Automatic
2003.0,70000.0,139000.0,4432.0,3596.0,Aspirated,2352.0,1770.0,Multi-Point Injected,4.0,320.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1306.0,370.0,2.0,Porsche,Black,911,Automatic
2019.0,30000.0,77800.0,4435.0,1496.0,Aspirated,2685.0,1695.0,Multi-Point Injected,7.0,105.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1705.0,135.0,5.0,Toyota,Grey,Rush,Automatic
2018.0,35000.0,78800.0,4519.0,1799.0,Turbocharged,2670.0,1831.0,Direct Injection,5.0,184.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1694.0,285.0,5.0,Proton,White,X70,Automatic
2009.0,90000.0,42800.0,4531.0,2497.0,Aspirated,2760.0,1817.0,Multi-Point Injected,5.0,222.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1421.0,250.0,4.0,BMW,Black,325i,Automatic
2012.0,95000.0,23800.0,3995.0,1497.0,Aspirated,2550.0,1695.0,Multi-Point Injected,5.0,73.0,Hybrid,Rack and Pinion,Official Import,1455.0,111.0,5.0,Toyota,White,Prius C,Automatic
2006.0,125000.0,7800.0,3365.0,847.0,Aspirated,2280.0,1405.0,Multi-Point Injected,5.0,50.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1415.0,74.0,5.0,Perodua,Bronze,Kancil,Automatic
2008.0,155000.0,18800.0,4120.0,1298.0,Aspirated,2655.0,1630.0,Multi-Point Injected,7.0,92.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1695.0,120.0,5.0,Toyota,Silver,Avanza,Manual
2014.0,75000.0,34700.0,4270.0,1495.0,Aspirated,2750.0,1695.0,Multi-Point Injected,7.0,103.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1620.0,136.0,5.0,Perodua,Silver,Alza,Automatic
2015.0,95000.0,268000.0,4681.0,1984.0,Turbo intercooled,2807.0,1923.0,Direct Injection,5.0,237.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1624.0,350.0,5.0,Porsche,Grey,Macan,Automatic
2016.0,55000.0,147888.0,4633.0,1998.0,Twin-scroll turbo,2810.0,1811.0,Direct Injection,5.0,252.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1429.0,350.0,4.0,BMW,Blue,330i,Automatic
2011.0,70000.0,14800.0,3565.0,1248.0,Aspirated,2380.0,1595.0,Multi-Point Injected,5.0,78.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1540.0,118.0,5.0,Hyundai,Blue,i10,Automatic
2017.0,60000.0,96800.0,4630.0,1498.0,Turbocharged,2700.0,1799.0,Direct Injection,5.0,173.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1416.0,220.0,4.0,Honda,Silver,Civic,Automatic
2018.0,70000.0,218800.0,4708.0,1998.0,Twin-scroll turbo,2864.0,1891.0,Direct Injection,5.0,252.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1676.0,350.0,5.0,BMW,White,X3,Automatic
2016.0,25000.0,109800.0,4865.0,2488.0,Aspirated,2830.0,1840.0,Direct Injection,5.0,188.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1450.0,250.0,4.0,Mazda,Red, 6,Automatic
2016.0,80000.0,216800.0,4935.0,2493.0,Aspirated,3000.0,1850.0,Multi-Point Injected,7.0,182.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1880.0,235.0,5.0,Toyota,Black,Vellfire,Automatic
2018.0,55000.0,64999.0,4442.0,1497.0,Aspirated,2600.0,1694.0,Multi-Point Injected,5.0,120.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1477.0,145.0,4.0,Honda,Grey,City,Automatic
2004.0,180000.0,14800.0,4535.0,1781.0,Aspirated,2650.0,1710.0,Multi-Point Injected,7.0,83.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1815.0,147.0,5.0,Toyota,Gold,Unser,Manual
2007.0,235000.0,48800.0,5255.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Black,Hilux,Automatic
2003.0,225000.0,23800.0,4935.0,2477.0,Turbo intercooled,2960.0,1695.0,Multi-Point Injected,5.0,120.0,Diesel,Recirculating Ball,Locally Built,1780.0,300.0,4.0,Mitsubishi,Yellow,Storm,Manual
2014.0,65000.0,63800.0,4821.0,1999.0,Aspirated,2794.0,1834.0,Multi-Point Injected,5.0,163.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1471.0,194.0,4.0,Hyundai,White,Sonata,Automatic
2009.0,85000.0,79800.0,4850.0,3456.0,Aspirated,2950.0,1830.0,Multi-Point Injected,7.0,280.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1890.0,344.0,5.0,Toyota,White,Alphard,Automatic
2015.0,90000.0,58800.0,5280.0,2477.0,Turbo intercooled,3000.0,1815.0,Direct Injection,5.0,178.0,Diesel,Rack and Pinion,Official Import,1780.0,400.0,4.0,Mitsubishi,Black,Triton,Manual
2019.0,45000.0,116800.0,4584.0,1997.0,Aspirated,2660.0,1855.0,Multi-Point Injected,5.0,154.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1679.0,189.0,5.0,Honda,Red,CR-V,Automatic
2014.0,95000.0,285168.0,4681.0,2997.0,Twin Turbo intercooled,2807.0,1923.0,Direct Injection,5.0,340.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1624.0,460.0,5.0,Porsche,Grey,Macan,Automatic
2016.0,85000.0,49000.0,4485.0,1598.0,Aspirated,2600.0,1700.0,Multi-Point Injected,7.0,105.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1590.0,150.0,5.0,Nissan,White,Grand Livina,Automatic
2017.0,50000.0,65900.0,4235.0,1496.0,Aspirated,2750.0,1695.0,Multi-Point Injected,7.0,107.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1695.0,143.0,5.0,Toyota,Grey,Sienta,Automatic
2012.0,195565.0,42800.0,5230.0,2488.0,Turbo intercooled,3200.0,1850.0,Direct Injection,5.0,174.0,Diesel,Rack and Pinion,Locally Built,1780.0,403.0,4.0,Nissan,Black,Navara,Manual
2005.0,165000.0,34800.0,3626.0,1598.0,Aspirated,2467.0,1688.0,Multi-Point Injected,4.0,116.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1416.0,149.0,3.0,MINI,Yellow,Cooper,Automatic
2015.0,145000.0,35800.0,3970.0,1598.0,Aspirated,2456.0,1682.0,Multi-Point Injected,5.0,105.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1453.0,153.0,5.0,Volkswagen,Silver,Polo,Automatic
2012.0,85000.0,64800.0,4627.0,1999.0,Turbocharged,2774.0,2120.0,Direct Injection,5.0,241.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1713.0,320.0,5.0,Volvo,Silver,XC60,Automatic
2015.0,85000.0,50800.0,3955.0,1497.0,Aspirated,2530.0,1694.0,Multi-Point Injected,5.0,120.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1524.0,145.0,5.0,Honda,Black,Jazz,Automatic
2017.0,80000.0,93800.0,5280.0,2442.0,Turbo intercooled,3000.0,1815.0,Direct Injection,5.0,181.0,Diesel,Rack and Pinion,Official Import,1780.0,430.0,4.0,Mitsubishi,Grey,Triton,Automatic
2014.0,75000.0,50800.0,4410.0,1497.0,Aspirated,2550.0,1700.0,Multi-Point Injected,5.0,109.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1475.0,141.0,4.0,Toyota,Silver,Vios,Automatic
2002.0,140000.0,8999.0,4465.0,1584.0,Aspirated,2600.0,1740.0,Multi-Point Injected,5.0,103.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1420.0,140.0,4.0,Proton,Black,Waja,Automatic
2013.0,85000.0,47800.0,4450.0,1995.0,Aspirated,2635.0,1780.0,Multi-Point Injected,5.0,150.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1615.0,196.0,5.0,Subaru,White,XV,Automatic
2016.0,145000.0,75999.0,4640.0,2488.0,Aspirated,2705.0,1820.0,Multi-Point Injected,7.0,171.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1715.0,233.0,5.0,Nissan,Blue,X-Trail,Automatic
2015.0,80000.0,29800.0,4425.0,1498.0,Aspirated,2600.0,1695.0,Multi-Point Injected,5.0,102.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1500.0,139.0,4.0,Nissan,White,Almera,Automatic
2017.0,62500.0,143800.0,4633.0,1998.0,Twin-scroll turbo,2810.0,1811.0,Direct Injection,5.0,184.0,Hybrid,Rack and Pinion,Locally Built,1429.0,290.0,4.0,BMW,White,330e,Automatic
2015.0,60000.0,118000.0,4879.0,2143.0,Turbo intercooled,2874.0,1854.0,Direct Injection,5.0,204.0,Hybrid,Rack and Pinion,Locally Built,1474.0,500.0,4.0,Mercedes-Benz,White,E300,Automatic
2016.0,75000.0,56800.0,4410.0,1497.0,Aspirated,2550.0,1700.0,Multi-Point Injected,5.0,109.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1475.0,141.0,4.0,Toyota,Silver,Vios,Automatic
2012.0,40000.0,168000.0,4894.0,2979.0,Twin-scroll turbo,2855.0,1894.0,Direct Injection,4.0,320.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1369.0,450.0,2.0,BMW,Red,640i,Automatic
2017.0,50000.0,178000.0,4005.0,1998.0,Twin-scroll turbo,2567.0,1727.0,Direct Injection,5.0,192.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1425.0,280.0,5.0,MINI,White,5 Door,Automatic
2015.0,70000.0,23800.0,3640.0,998.0,Aspirated,2455.0,1620.0,Multi-Point Injected,5.0,67.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1510.0,90.0,5.0,Perodua,Green,Axia,Automatic
2016.0,45000.0,55800.0,3955.0,1497.0,Aspirated,2530.0,1694.0,Multi-Point Injected,5.0,120.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1524.0,145.0,5.0,Honda,White,Jazz,Automatic
2020.0,20000.0,148800.0,4775.0,1984.0,Turbo supercharged intercooled,2786.0,1832.0,Direct Injection,5.0,190.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1462.0,320.0,4.0,Volkswagen,White,Passat,Automatic
2016.0,75000.0,77800.0,4610.0,1995.0,Aspirated,2640.0,1795.0,Multi-Point Injected,5.0,150.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1735.0,198.0,5.0,Subaru,Black,Forester,Automatic
2011.0,95000.0,89900.0,4795.0,2362.0,Aspirated,1950.0,1800.0,Multi-Point Injected,7.0,170.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1745.0,223.0,5.0,Toyota,Black,Estima,Automatic
2016.0,70000.0,34800.0,4150.0,1329.0,Aspirated,2455.0,1620.0,Multi-Point Injected,5.0,95.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1510.0,121.0,4.0,Perodua,Bronze,Bezza,Automatic
2010.0,120000.0,66800.0,4575.0,2499.0,Aspirated,2730.0,1795.0,Direct Injection,5.0,215.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1430.0,260.0,4.0,Lexus,Blue,IS250,Automatic
2008.0,120000.0,37800.0,5100.0,2477.0,Turbo intercooled,3000.0,1800.0,Direct Injection,5.0,136.0,Diesel,Rack and Pinion,Official Import,1795.0,314.0,4.0,Mitsubishi,Grey,Triton,Automatic
2015.0,100000.0,37000.0,3685.0,1495.0,Aspirated,2440.0,1665.0,Multi-Point Injected,5.0,103.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1570.0,136.0,5.0,Perodua,Blue,Myvi,Automatic
2011.0,100000.0,16999.0,3950.0,1596.0,Aspirated,2489.0,1722.0,Multi-Point Injected,5.0,120.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1475.0,152.0,5.0,Ford,Red,Fiesta,Automatic
2010.0,90000.0,49800.0,4570.0,1799.0,Aspirated,2740.0,1695.0,Multi-Point Injected,7.0,140.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1545.0,174.0,5.0,Honda,Grey,Stream,Automatic
1996.0,181000.0,24800.0,4760.0,2694.0,Aspirated,2675.0,1885.0,Multi-Point Injected,5.0,152.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1850.0,240.0,5.0,Toyota,Black,Land Cruiser Prado,Manual
2017.0,80000.0,62500.0,4453.0,1497.0,Aspirated,2662.0,1735.0,Multi-Point Injected,7.0,120.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1666.0,145.0,5.0,Honda,White,BR-V,Automatic
1999.0,205000.0,11800.0,4601.090693538827,1998.0,Aspirated,2735.0,1811.421210305572,Multi-Point Injected,5.0,184.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1672.2348711803477,181.0,5.0,Toyota,White,Nadia,Automatic
2018.0,40000.0,255800.0,4936.0,1998.0,Twin-scroll turbo,2975.0,1868.0,Direct Injection,5.0,252.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1479.0,350.0,4.0,BMW,Blue,530i,Automatic
2017.0,45000.0,62800.0,4453.0,1498.0,Aspirated,2662.0,1735.0,Multi-Point Injected,7.0,120.0,Diesel,Rack and Pinion,Locally Built,1666.0,145.0,5.0,Honda,Red,BR-V,Automatic
2014.0,125000.0,47800.0,5220.0,2477.0,Turbo intercooled,3000.0,1750.0,Direct Injection,5.0,90.0,Diesel,Rack and Pinion,Official Import,1655.0,196.0,4.0,Mitsubishi,Silver,Triton,Manual
2010.0,80000.0,73000.0,4854.0,2996.0,Aspirated,2933.0,1933.0,Multi-Point Injected,7.0,272.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1766.0,315.0,5.0,BMW,Black,X5,Automatic
2013.0,110000.0,116700.0,4624.0,1997.0,Twin-scroll turbo,2810.0,1811.0,Direct Injection,5.0,245.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1429.0,350.0,4.0,BMW,Red,328i,Automatic
2012.0,80000.0,34800.0,4420.0,1798.0,Aspirated,2600.0,1690.0,Multi-Point Injected,7.0,126.0,Petrol - Unleaded (ULP),Electronic Power Steering,Locally Built,1590.0,174.0,5.0,Nissan,White,Grand Livina,Automatic
2011.0,75000.0,31999.0,4395.0,1497.0,Aspirated,2550.0,1695.0,Multi-Point Injected,5.0,120.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1470.0,145.0,4.0,Honda,Grey,City,Automatic
2015.0,75000.0,46880.0,4410.0,1497.0,Aspirated,2550.0,1700.0,Multi-Point Injected,5.0,109.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1475.0,141.0,4.0,Toyota,Silver,Vios,Automatic
2018.0,95000.0,48000.0,3970.0,1598.0,Aspirated,2456.0,1682.0,Multi-Point Injected,5.0,105.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1453.0,153.0,5.0,Volkswagen,Red,Polo,Automatic
2002.0,180000.0,9800.0,4810.0,1997.0,Aspirated,2715.0,1785.0,Multi-Point Injected,5.0,150.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1445.0,186.0,4.0,Honda,Black,Accord,Automatic
2018.0,40000.0,26800.0,4331.0,1332.0,Aspirated,2465.0,1689.0,Multi-Point Injected,5.0,95.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1491.0,120.0,4.0,Proton,Maroon,Saga,Automatic
2003.0,135000.0,15800.0,4535.0,1781.0,Aspirated,2650.0,1710.0,Multi-Point Injected,7.0,83.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1815.0,147.0,5.0,Toyota,Silver,Unser,Manual
2017.0,55000.0,64800.0,4453.0,1497.0,Aspirated,2662.0,1735.0,Multi-Point Injected,7.0,120.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1666.0,145.0,5.0,Honda,White,BR-V,Automatic
2005.0,200000.0,36888.0,4192.0,1898.0,Aspirated,2900.0,1742.0,Multi-Point Injected,7.0,125.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1854.0,180.0,5.0,Mercedes-Benz,Silver,Vaneo,Automatic
2013.0,105000.0,20800.0,4384.0,1598.0,Aspirated,2552.0,1699.0,Multi-Point Injected,5.0,105.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1466.0,153.0,4.0,Volkswagen,Silver,Polo,Automatic
2017.0,60000.0,83900.0,4630.0,1799.0,Aspirated,2700.0,1799.0,Multi-Point Injected,5.0,141.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1416.0,174.0,4.0,Honda,Purple,Civic,Automatic
2011.0,125000.0,20900.0,3898.0,1597.0,Aspirated,2440.0,1745.0,Multi-Point Injected,5.0,126.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1434.0,150.0,3.0,Proton,White,Satria,Automatic
2015.0,70000.0,18800.0,4278.0,1332.0,Aspirated,2465.0,1680.0,Multi-Point Injected,5.0,95.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1520.0,120.0,4.0,Proton,Gold,Saga,Automatic
2011.0,85000.0,19900.0,4592.0,1597.0,Aspirated,2730.0,1809.0,Multi-Point Injected,7.0,126.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1691.0,150.0,5.0,Proton,Black,Exora,Automatic
2006.0,120000.0,31800.0,4695.0,2694.0,Aspirated,2750.0,1540.0,Multi-Point Injected,7.0,160.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1850.0,241.0,5.0,Toyota,Black,Fortuner,Automatic
2016.0,65000.0,238800.0,5238.0,1998.0,Twin-scroll turbo,3210.0,1902.0,Direct Injection,5.0,258.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1467.0,400.0,4.0,BMW,Black,730Li,Automatic
2019.0,20000.0,72600.0,4410.0,1496.0,Aspirated,2550.0,1700.0,Multi-Point Injected,5.0,107.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1475.0,140.0,4.0,Toyota,Silver,Vios,Automatic
2013.0,85000.0,16333.0,3950.0,1596.0,Aspirated,2489.0,1722.0,Multi-Point Injected,5.0,120.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1475.0,152.0,5.0,Ford,White,Fiesta,Automatic
2014.0,35000.0,135700.0,4720.0,1986.0,Aspirated,2660.0,1835.0,Multi-Point Injected,5.0,151.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1690.0,193.0,5.0,Toyota,White,Harrier,Automatic
2015.0,95000.0,99800.0,4624.0,1997.0,Twin-scroll turbo,2810.0,1811.0,Direct Injection,5.0,184.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1429.0,270.0,4.0,BMW, -,320i,Automatic
2010.0,115000.0,29900.0,4555.0,1998.0,Aspirated,2750.0,1770.0,Multi-Point Injected,8.0,136.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1755.0,182.0,5.0,Toyota,Silver,Innova,Automatic
2014.0,95000.0,79800.0,4705.0,2694.0,Aspirated,2750.0,1840.0,Multi-Point Injected,7.0,160.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1850.0,241.0,5.0,Toyota,Grey,Fortuner,Automatic
2012.0,165000.0,66800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,Black,Hilux,Manual
2018.0,50000.0,105800.0,5426.0,1996.0,Turbo intercooled,3220.0,1860.0,Direct Injection,5.0,179.0,Diesel,Rack and Pinion,Official Import,1848.0,420.0,4.0,Ford,Grey,Ranger,Automatic
2009.0,90000.0,47800.0,4628.0,2953.0,Turbo intercooled,2774.0,1891.0,Multi-Point Injected,5.0,286.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1713.0,400.0,5.0,Volvo,Black,XC60,Automatic
2016.0,40000.0,225800.0,4292.0,1991.0,Twin-scroll turbo,2699.0,1780.0,Direct Injection,5.0,381.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1433.0,475.0,5.0,Mercedes-Benz,White,A45 AMG,Automatic
2016.0,65000.0,71900.0,5255.0,2488.0,Turbo intercooled,3150.0,1850.0,Direct Injection,5.0,190.0,Diesel,Rack and Pinion,Official Import,1840.0,450.0,4.0,Nissan,Orange,Navara,Automatic
2014.0,105000.0,67800.0,4620.0,1798.0,Aspirated,2700.0,1776.0,Multi-Point Injected,5.0,139.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1460.0,173.0,4.0,Toyota,White,Corolla Altis,Automatic
